antigen63|P65177|HE681097.1|mhci|seq669	antigen63|P65177|HE681097.1|mhci|seq669
antigen63|P65177|BA000018.3|mhci|seq6	antigen63|P65177|BA000018.3|mhci|seq6
antigen63|P65177|BA000018.3|mhci|seq6	antigen63|P65177|BX571857.1|mhci|seq2
antigen63|P65177|BA000018.3|mhci|seq38	antigen63|P65177|BA000018.3|mhci|seq38
antigen63|P65177|BA000018.3|mhci|seq38	antigen63|P65177|BX571857.1|mhci|seq34
antigen63|P65177|BA000018.3|mhci|seq38	antigen63|P65177|BA000018.3|mhci|seq39
antigen63|P65177|BA000018.3|mhci|seq38	antigen63|P65177|BX571857.1|mhci|seq35
antigen63|P65177|BA000018.3|mhci|seq134	antigen63|P65177|BA000018.3|mhci|seq134
antigen63|P65177|BA000018.3|mhci|seq134	antigen63|P65177|BX571857.1|mhci|seq130
antigen63|P65177|BA000018.3|mhci|seq134	antigen63|P65177|BA000018.3|mhci|seq135
antigen63|P65177|BA000018.3|mhci|seq134	antigen63|P65177|BX571857.1|mhci|seq131
antigen63|P65177|BA000018.3|mhci|seq166	antigen63|P65177|BA000018.3|mhci|seq166
antigen63|P65177|BA000018.3|mhci|seq166	antigen63|P65177|BA000018.3|mhci|seq167
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|BA000018.3|mhci|seq230
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|BX571857.1|mhci|seq226
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|BA000018.3|mhci|seq231
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|BX571857.1|mhci|seq227
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|CP002114.3|mhci|seq238
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|HE681097.1|mhci|seq238
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|CP002114.3|mhci|seq239
antigen63|P65177|BA000018.3|mhci|seq230	antigen63|P65177|HE681097.1|mhci|seq239
antigen63|P65177|BA000018.3|mhci|seq358	antigen63|P65177|BA000018.3|mhci|seq358
antigen63|P65177|BA000018.3|mhci|seq774	antigen63|P65177|BA000018.3|mhci|seq774
antigen63|P65177|BA000018.3|mhci|seq774	antigen63|P65177|BX571857.1|mhci|seq770
antigen63|P65177|BA000018.3|mhci|seq870	antigen63|P65177|BA000018.3|mhci|seq870
antigen63|P65177|BA000018.3|mhci|seq870	antigen63|P65177|BX571857.1|mhci|seq866
antigen63|P65177|BA000018.3|mhci|seq870	antigen63|P65177|BX571857.1|mhci|seq865
antigen63|P65177|BA000018.3|mhci|seq870	antigen63|P65177|BA000018.3|mhci|seq869
antigen63|P65177|CP002114.3|mhci|seq48	antigen63|P65177|CP002114.3|mhci|seq48
antigen63|P65177|CP002114.3|mhci|seq48	antigen63|P65177|HE681097.1|mhci|seq48
antigen63|P65177|CP002114.3|mhci|seq80	antigen63|P65177|CP002114.3|mhci|seq80
antigen63|P65177|CP002114.3|mhci|seq112	antigen63|P65177|CP002114.3|mhci|seq112
antigen63|P65177|CP002114.3|mhci|seq112	antigen63|P65177|HE681097.1|mhci|seq112
antigen63|P65177|CP002114.3|mhci|seq176	antigen63|P65177|CP002114.3|mhci|seq176
antigen63|P65177|CP002114.3|mhci|seq176	antigen63|P65177|HE681097.1|mhci|seq176
antigen63|P65177|CP002114.3|mhci|seq240	antigen63|P65177|CP002114.3|mhci|seq240
antigen63|P65177|CP002114.3|mhci|seq240	antigen63|P65177|HE681097.1|mhci|seq240
antigen63|P65177|CP002114.3|mhci|seq272	antigen63|P65177|CP002114.3|mhci|seq272
antigen63|P65177|CP002114.3|mhci|seq272	antigen63|P65177|HE681097.1|mhci|seq272
antigen63|P65177|CP002114.3|mhci|seq304	antigen63|P65177|CP002114.3|mhci|seq304
antigen63|P65177|CP002114.3|mhci|seq304	antigen63|P65177|HE681097.1|mhci|seq304
antigen63|P65177|CP002114.3|mhci|seq336	antigen63|P65177|CP002114.3|mhci|seq336
antigen63|P65177|CP002114.3|mhci|seq336	antigen63|P65177|HE681097.1|mhci|seq336
antigen63|P65177|CP002114.3|mhci|seq368	antigen63|P65177|CP002114.3|mhci|seq368
antigen63|P65177|CP002114.3|mhci|seq368	antigen63|P65177|HE681097.1|mhci|seq368
antigen63|P65177|CP002114.3|mhci|seq368	antigen63|P65177|CP002114.3|mhci|seq369
antigen63|P65177|CP002114.3|mhci|seq368	antigen63|P65177|HE681097.1|mhci|seq369
antigen63|P65177|CP002114.3|mhci|seq400	antigen63|P65177|CP002114.3|mhci|seq400
antigen63|P65177|CP002114.3|mhci|seq400	antigen63|P65177|HE681097.1|mhci|seq400
antigen63|P65177|CP002114.3|mhci|seq432	antigen63|P65177|CP002114.3|mhci|seq432
antigen63|P65177|CP002114.3|mhci|seq432	antigen63|P65177|HE681097.1|mhci|seq432
antigen63|P65177|CP002114.3|mhci|seq496	antigen63|P65177|CP002114.3|mhci|seq496
antigen63|P65177|CP002114.3|mhci|seq496	antigen63|P65177|HE681097.1|mhci|seq496
antigen63|P65177|CP002114.3|mhci|seq560	antigen63|P65177|CP002114.3|mhci|seq560
antigen63|P65177|CP002114.3|mhci|seq560	antigen63|P65177|HE681097.1|mhci|seq560
antigen63|P65177|CP002114.3|mhci|seq592	antigen63|P65177|CP002114.3|mhci|seq592
antigen63|P65177|CP002114.3|mhci|seq592	antigen63|P65177|HE681097.1|mhci|seq592
antigen63|P65177|CP002114.3|mhci|seq624	antigen63|P65177|CP002114.3|mhci|seq624
antigen63|P65177|CP002114.3|mhci|seq624	antigen63|P65177|HE681097.1|mhci|seq624
antigen63|P65177|CP002114.3|mhci|seq656	antigen63|P65177|CP002114.3|mhci|seq656
antigen63|P65177|CP002114.3|mhci|seq656	antigen63|P65177|HE681097.1|mhci|seq656
antigen63|P65177|CP002114.3|mhci|seq688	antigen63|P65177|CP002114.3|mhci|seq688
antigen63|P65177|CP002114.3|mhci|seq688	antigen63|P65177|HE681097.1|mhci|seq688
antigen63|P65177|CP002114.3|mhci|seq720	antigen63|P65177|CP002114.3|mhci|seq720
antigen63|P65177|CP002114.3|mhci|seq720	antigen63|P65177|HE681097.1|mhci|seq720
antigen63|P65177|CP002114.3|mhci|seq784	antigen63|P65177|CP002114.3|mhci|seq784
antigen63|P65177|CP002114.3|mhci|seq784	antigen63|P65177|HE681097.1|mhci|seq784
antigen63|P65177|CP002114.3|mhci|seq848	antigen63|P65177|CP002114.3|mhci|seq848
antigen63|P65177|CP002114.3|mhci|seq848	antigen63|P65177|HE681097.1|mhci|seq848
antigen63|P65177|BX571857.1|mhci|seq275	antigen63|P65177|BX571857.1|mhci|seq275
antigen63|P65177|BX571857.1|mhci|seq275	antigen63|P65177|BA000018.3|mhci|seq283
antigen63|P65177|BX571857.1|mhci|seq339	antigen63|P65177|BX571857.1|mhci|seq339
antigen63|P65177|BX571857.1|mhci|seq339	antigen63|P65177|BA000018.3|mhci|seq347
antigen63|P65177|BX571857.1|mhci|seq371	antigen63|P65177|BX571857.1|mhci|seq371
antigen63|P65177|BX571857.1|mhci|seq371	antigen63|P65177|BA000018.3|mhci|seq379
antigen63|P65177|BX571857.1|mhci|seq403	antigen63|P65177|BX571857.1|mhci|seq403
antigen63|P65177|BX571857.1|mhci|seq403	antigen63|P65177|BA000018.3|mhci|seq411
antigen63|P65177|BX571857.1|mhci|seq435	antigen63|P65177|BX571857.1|mhci|seq435
antigen63|P65177|BX571857.1|mhci|seq435	antigen63|P65177|BA000018.3|mhci|seq443
antigen63|P65177|BX571857.1|mhci|seq467	antigen63|P65177|BX571857.1|mhci|seq467
antigen63|P65177|BX571857.1|mhci|seq467	antigen63|P65177|BA000018.3|mhci|seq475
antigen63|P65177|BX571857.1|mhci|seq531	antigen63|P65177|BX571857.1|mhci|seq531
antigen63|P65177|BX571857.1|mhci|seq563	antigen63|P65177|BX571857.1|mhci|seq563
antigen63|P65177|BX571857.1|mhci|seq595	antigen63|P65177|BX571857.1|mhci|seq595
antigen63|P65177|BX571857.1|mhci|seq627	antigen63|P65177|BX571857.1|mhci|seq627
antigen63|P65177|BX571857.1|mhci|seq659	antigen63|P65177|BX571857.1|mhci|seq659
antigen63|P65177|BX571857.1|mhci|seq659	antigen63|P65177|BA000018.3|mhci|seq663
antigen63|P65177|BX571857.1|mhci|seq723	antigen63|P65177|BX571857.1|mhci|seq723
antigen63|P65177|BX571857.1|mhci|seq723	antigen63|P65177|BA000018.3|mhci|seq727
antigen63|P65177|BX571857.1|mhci|seq755	antigen63|P65177|BX571857.1|mhci|seq755
antigen63|P65177|BX571857.1|mhci|seq755	antigen63|P65177|BA000018.3|mhci|seq759
antigen63|P65177|BX571857.1|mhci|seq787	antigen63|P65177|BX571857.1|mhci|seq787
antigen63|P65177|BX571857.1|mhci|seq819	antigen63|P65177|BX571857.1|mhci|seq819
antigen63|P65177|BX571857.1|mhci|seq883	antigen63|P65177|BX571857.1|mhci|seq883
antigen63|P65177|BX571857.1|mhci|seq883	antigen63|P65177|BA000018.3|mhci|seq887
antigen63|P65177|BX571857.1|mhci|seq915	antigen63|P65177|BX571857.1|mhci|seq915
antigen63|P65177|HE681097.1|mhci|seq29	antigen63|P65177|HE681097.1|mhci|seq29
antigen63|P65177|BX571857.1|mhci|seq21	antigen63|P65177|BX571857.1|mhci|seq21
antigen63|P65177|BX571857.1|mhci|seq21	antigen63|P65177|BA000018.3|mhci|seq21
antigen63|P65177|BX571857.1|mhci|seq53	antigen63|P65177|BX571857.1|mhci|seq53
antigen63|P65177|BX571857.1|mhci|seq53	antigen63|P65177|BA000018.3|mhci|seq57
antigen63|P65177|BX571857.1|mhci|seq117	antigen63|P65177|BX571857.1|mhci|seq117
antigen63|P65177|BX571857.1|mhci|seq181	antigen63|P65177|BX571857.1|mhci|seq181
antigen63|P65177|BX571857.1|mhci|seq181	antigen63|P65177|BA000018.3|mhci|seq185
antigen63|P65177|BX571857.1|mhci|seq213	antigen63|P65177|BX571857.1|mhci|seq213
antigen63|P65177|BX571857.1|mhci|seq245	antigen63|P65177|BX571857.1|mhci|seq245
antigen63|P65177|BX571857.1|mhci|seq245	antigen63|P65177|BA000018.3|mhci|seq253
antigen63|P65177|BX571857.1|mhci|seq277	antigen63|P65177|BX571857.1|mhci|seq277
antigen63|P65177|BX571857.1|mhci|seq309	antigen63|P65177|BX571857.1|mhci|seq309
antigen63|P65177|BX571857.1|mhci|seq309	antigen63|P65177|BA000018.3|mhci|seq317
antigen63|P65177|BX571857.1|mhci|seq373	antigen63|P65177|BX571857.1|mhci|seq373
antigen63|P65177|BX571857.1|mhci|seq373	antigen63|P65177|BA000018.3|mhci|seq381
antigen63|P65177|BX571857.1|mhci|seq405	antigen63|P65177|BX571857.1|mhci|seq405
antigen63|P65177|BX571857.1|mhci|seq405	antigen63|P65177|BA000018.3|mhci|seq413
antigen63|P65177|BX571857.1|mhci|seq405	antigen63|P65177|BX571857.1|mhci|seq406
antigen63|P65177|BX571857.1|mhci|seq405	antigen63|P65177|BA000018.3|mhci|seq414
antigen63|P65177|BX571857.1|mhci|seq437	antigen63|P65177|BX571857.1|mhci|seq437
antigen63|P65177|BX571857.1|mhci|seq437	antigen63|P65177|BA000018.3|mhci|seq445
antigen63|P65177|BX571857.1|mhci|seq437	antigen63|P65177|BX571857.1|mhci|seq438
antigen63|P65177|BX571857.1|mhci|seq437	antigen63|P65177|BA000018.3|mhci|seq446
antigen63|P65177|BX571857.1|mhci|seq469	antigen63|P65177|BX571857.1|mhci|seq469
antigen63|P65177|BX571857.1|mhci|seq469	antigen63|P65177|BA000018.3|mhci|seq477
antigen63|P65177|BX571857.1|mhci|seq469	antigen63|P65177|BX571857.1|mhci|seq470
antigen63|P65177|BX571857.1|mhci|seq469	antigen63|P65177|BA000018.3|mhci|seq478
antigen63|P65177|BX571857.1|mhci|seq533	antigen63|P65177|BX571857.1|mhci|seq533
antigen63|P65177|BX571857.1|mhci|seq533	antigen63|P65177|BA000018.3|mhci|seq541
antigen63|P65177|BX571857.1|mhci|seq533	antigen63|P65177|BX571857.1|mhci|seq534
antigen63|P65177|BX571857.1|mhci|seq533	antigen63|P65177|BA000018.3|mhci|seq542
antigen63|P65177|BX571857.1|mhci|seq597	antigen63|P65177|BX571857.1|mhci|seq597
antigen63|P65177|BX571857.1|mhci|seq597	antigen63|P65177|BA000018.3|mhci|seq605
antigen63|P65177|BX571857.1|mhci|seq597	antigen63|P65177|BX571857.1|mhci|seq598
antigen63|P65177|BX571857.1|mhci|seq597	antigen63|P65177|BA000018.3|mhci|seq606
antigen63|P65177|BX571857.1|mhci|seq661	antigen63|P65177|BX571857.1|mhci|seq661
antigen63|P65177|BX571857.1|mhci|seq661	antigen63|P65177|BA000018.3|mhci|seq665
antigen63|P65177|BX571857.1|mhci|seq661	antigen63|P65177|BX571857.1|mhci|seq662
antigen63|P65177|BX571857.1|mhci|seq661	antigen63|P65177|BA000018.3|mhci|seq666
antigen63|P65177|BX571857.1|mhci|seq725	antigen63|P65177|BX571857.1|mhci|seq725
antigen63|P65177|BX571857.1|mhci|seq725	antigen63|P65177|BA000018.3|mhci|seq729
antigen63|P65177|BX571857.1|mhci|seq725	antigen63|P65177|BX571857.1|mhci|seq726
antigen63|P65177|BX571857.1|mhci|seq725	antigen63|P65177|BA000018.3|mhci|seq730
antigen63|P65177|BX571857.1|mhci|seq757	antigen63|P65177|BX571857.1|mhci|seq757
antigen63|P65177|BX571857.1|mhci|seq757	antigen63|P65177|BA000018.3|mhci|seq761
antigen63|P65177|BX571857.1|mhci|seq757	antigen63|P65177|BX571857.1|mhci|seq758
antigen63|P65177|BX571857.1|mhci|seq757	antigen63|P65177|BA000018.3|mhci|seq762
antigen63|P65177|BX571857.1|mhci|seq821	antigen63|P65177|BX571857.1|mhci|seq821
antigen63|P65177|BX571857.1|mhci|seq885	antigen63|P65177|BX571857.1|mhci|seq885
antigen63|P65177|BX571857.1|mhci|seq885	antigen63|P65177|BA000018.3|mhci|seq889
antigen63|P65177|BX571857.1|mhci|seq885	antigen63|P65177|BX571857.1|mhci|seq886
antigen63|P65177|BX571857.1|mhci|seq885	antigen63|P65177|BA000018.3|mhci|seq890
antigen63|P65177|BX571857.1|mhci|seq917	antigen63|P65177|BX571857.1|mhci|seq917
antigen63|P65177|HE681097.1|mhci|seq63	antigen63|P65177|HE681097.1|mhci|seq63
antigen63|P65177|HE681097.1|mhci|seq63	antigen63|P65177|CP002114.3|mhci|seq63
antigen63|P65177|HE681097.1|mhci|seq127	antigen63|P65177|HE681097.1|mhci|seq127
antigen63|P65177|HE681097.1|mhci|seq127	antigen63|P65177|CP002114.3|mhci|seq127
antigen63|P65177|HE681097.1|mhci|seq319	antigen63|P65177|HE681097.1|mhci|seq319
antigen63|P65177|HE681097.1|mhci|seq319	antigen63|P65177|CP002114.3|mhci|seq319
antigen63|P65177|HE681097.1|mhci|seq351	antigen63|P65177|HE681097.1|mhci|seq351
antigen63|P65177|HE681097.1|mhci|seq351	antigen63|P65177|CP002114.3|mhci|seq351
antigen63|P65177|HE681097.1|mhci|seq447	antigen63|P65177|HE681097.1|mhci|seq447
antigen63|P65177|HE681097.1|mhci|seq447	antigen63|P65177|CP002114.3|mhci|seq447
antigen63|P65177|HE681097.1|mhci|seq479	antigen63|P65177|HE681097.1|mhci|seq479
antigen63|P65177|HE681097.1|mhci|seq543	antigen63|P65177|HE681097.1|mhci|seq543
antigen63|P65177|HE681097.1|mhci|seq543	antigen63|P65177|CP002114.3|mhci|seq543
antigen63|P65177|HE681097.1|mhci|seq671	antigen63|P65177|HE681097.1|mhci|seq671
antigen63|P65177|HE681097.1|mhci|seq671	antigen63|P65177|CP002114.3|mhci|seq671
antigen63|P65177|HE681097.1|mhci|seq735	antigen63|P65177|HE681097.1|mhci|seq735
antigen63|P65177|HE681097.1|mhci|seq735	antigen63|P65177|CP002114.3|mhci|seq735
antigen63|P65177|HE681097.1|mhci|seq767	antigen63|P65177|HE681097.1|mhci|seq767
antigen63|P65177|HE681097.1|mhci|seq767	antigen63|P65177|CP002114.3|mhci|seq767
antigen63|P65177|HE681097.1|mhci|seq799	antigen63|P65177|HE681097.1|mhci|seq799
antigen63|P65177|HE681097.1|mhci|seq831	antigen63|P65177|HE681097.1|mhci|seq831
antigen63|P65177|HE681097.1|mhci|seq831	antigen63|P65177|CP002114.3|mhci|seq831
antigen63|P65177|BA000018.3|mhci|seq41	antigen63|P65177|BA000018.3|mhci|seq41
antigen63|P65177|BA000018.3|mhci|seq41	antigen63|P65177|BX571857.1|mhci|seq41
antigen63|P65177|BA000018.3|mhci|seq105	antigen63|P65177|BA000018.3|mhci|seq105
antigen63|P65177|BA000018.3|mhci|seq137	antigen63|P65177|BA000018.3|mhci|seq137
antigen63|P65177|BA000018.3|mhci|seq137	antigen63|P65177|BX571857.1|mhci|seq133
antigen63|P65177|BA000018.3|mhci|seq169	antigen63|P65177|BA000018.3|mhci|seq169
antigen63|P65177|BA000018.3|mhci|seq201	antigen63|P65177|BA000018.3|mhci|seq201
antigen63|P65177|BA000018.3|mhci|seq265	antigen63|P65177|BA000018.3|mhci|seq265
antigen63|P65177|BA000018.3|mhci|seq265	antigen63|P65177|BX571857.1|mhci|seq257
antigen63|P65177|BA000018.3|mhci|seq297	antigen63|P65177|BA000018.3|mhci|seq297
antigen63|P65177|BA000018.3|mhci|seq297	antigen63|P65177|BX571857.1|mhci|seq289
antigen63|P65177|BA000018.3|mhci|seq329	antigen63|P65177|BA000018.3|mhci|seq329
antigen63|P65177|BA000018.3|mhci|seq329	antigen63|P65177|BX571857.1|mhci|seq321
antigen63|P65177|BA000018.3|mhci|seq361	antigen63|P65177|BA000018.3|mhci|seq361
antigen63|P65177|BA000018.3|mhci|seq361	antigen63|P65177|BA000018.3|mhci|seq360
antigen63|P65177|BA000018.3|mhci|seq425	antigen63|P65177|BA000018.3|mhci|seq425
antigen63|P65177|BA000018.3|mhci|seq425	antigen63|P65177|BX571857.1|mhci|seq417
antigen63|P65177|BA000018.3|mhci|seq425	antigen63|P65177|BA000018.3|mhci|seq426
antigen63|P65177|BA000018.3|mhci|seq425	antigen63|P65177|BX571857.1|mhci|seq418
antigen63|P65177|BA000018.3|mhci|seq585	antigen63|P65177|BA000018.3|mhci|seq585
antigen63|P65177|BA000018.3|mhci|seq585	antigen63|P65177|BX571857.1|mhci|seq577
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|BA000018.3|mhci|seq617
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|BX571857.1|mhci|seq609
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|CP002114.3|mhci|seq621
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|HE681097.1|mhci|seq621
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|CP002114.3|mhci|seq622
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|HE681097.1|mhci|seq622
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|BA000018.3|mhci|seq618
antigen63|P65177|BA000018.3|mhci|seq617	antigen63|P65177|BX571857.1|mhci|seq610
antigen63|P65177|BA000018.3|mhci|seq681	antigen63|P65177|BA000018.3|mhci|seq681
antigen63|P65177|BA000018.3|mhci|seq713	antigen63|P65177|BA000018.3|mhci|seq713
antigen63|P65177|BA000018.3|mhci|seq713	antigen63|P65177|BX571857.1|mhci|seq709
antigen63|P65177|BA000018.3|mhci|seq713	antigen63|P65177|BA000018.3|mhci|seq714
antigen63|P65177|BA000018.3|mhci|seq713	antigen63|P65177|BX571857.1|mhci|seq710
antigen63|P65177|BA000018.3|mhci|seq745	antigen63|P65177|BA000018.3|mhci|seq745
antigen63|P65177|BA000018.3|mhci|seq745	antigen63|P65177|BX571857.1|mhci|seq741
antigen63|P65177|BA000018.3|mhci|seq745	antigen63|P65177|BA000018.3|mhci|seq746
antigen63|P65177|BA000018.3|mhci|seq745	antigen63|P65177|BX571857.1|mhci|seq742
antigen63|P65177|BA000018.3|mhci|seq777	antigen63|P65177|BA000018.3|mhci|seq777
antigen63|P65177|BA000018.3|mhci|seq777	antigen63|P65177|BA000018.3|mhci|seq778
antigen63|P65177|BA000018.3|mhci|seq777	antigen63|P65177|BX571857.1|mhci|seq774
antigen63|P65177|BA000018.3|mhci|seq809	antigen63|P65177|BA000018.3|mhci|seq809
antigen63|P65177|BA000018.3|mhci|seq809	antigen63|P65177|BX571857.1|mhci|seq805
antigen63|P65177|BA000018.3|mhci|seq873	antigen63|P65177|BA000018.3|mhci|seq873
antigen63|P65177|BA000018.3|mhci|seq873	antigen63|P65177|BX571857.1|mhci|seq869
antigen63|P65177|CP002114.3|mhci|seq19	antigen63|P65177|CP002114.3|mhci|seq19
antigen63|P65177|CP002114.3|mhci|seq19	antigen63|P65177|HE681097.1|mhci|seq19
antigen63|P65177|CP002114.3|mhci|seq83	antigen63|P65177|CP002114.3|mhci|seq83
antigen63|P65177|CP002114.3|mhci|seq83	antigen63|P65177|HE681097.1|mhci|seq83
antigen63|P65177|CP002114.3|mhci|seq275	antigen63|P65177|CP002114.3|mhci|seq275
antigen63|P65177|CP002114.3|mhci|seq275	antigen63|P65177|HE681097.1|mhci|seq275
antigen63|P65177|CP002114.3|mhci|seq339	antigen63|P65177|CP002114.3|mhci|seq339
antigen63|P65177|CP002114.3|mhci|seq371	antigen63|P65177|CP002114.3|mhci|seq371
antigen63|P65177|CP002114.3|mhci|seq371	antigen63|P65177|HE681097.1|mhci|seq371
antigen63|P65177|CP002114.3|mhci|seq403	antigen63|P65177|CP002114.3|mhci|seq403
antigen63|P65177|CP002114.3|mhci|seq403	antigen63|P65177|HE681097.1|mhci|seq403
antigen63|P65177|CP002114.3|mhci|seq435	antigen63|P65177|CP002114.3|mhci|seq435
antigen63|P65177|CP002114.3|mhci|seq435	antigen63|P65177|HE681097.1|mhci|seq435
antigen63|P65177|HE681097.1|mhci|seq342	antigen63|P65177|HE681097.1|mhci|seq342
antigen63|P65177|BA000018.3|mhci|seq32	antigen63|P65177|BA000018.3|mhci|seq32
antigen63|P65177|BA000018.3|mhci|seq64	antigen63|P65177|BA000018.3|mhci|seq64
antigen63|P65177|BA000018.3|mhci|seq128	antigen63|P65177|BA000018.3|mhci|seq128
antigen63|P65177|BA000018.3|mhci|seq160	antigen63|P65177|BA000018.3|mhci|seq160
antigen63|P65177|BA000018.3|mhci|seq288	antigen63|P65177|BA000018.3|mhci|seq288
antigen63|P65177|BA000018.3|mhci|seq320	antigen63|P65177|BA000018.3|mhci|seq320
antigen63|P65177|BA000018.3|mhci|seq352	antigen63|P65177|BA000018.3|mhci|seq352
antigen63|P65177|BA000018.3|mhci|seq384	antigen63|P65177|BA000018.3|mhci|seq384
antigen63|P65177|BA000018.3|mhci|seq416	antigen63|P65177|BA000018.3|mhci|seq416
antigen63|P65177|BA000018.3|mhci|seq768	antigen63|P65177|BA000018.3|mhci|seq768
antigen63|P65177|BA000018.3|mhci|seq768	antigen63|P65177|HE681097.1|mhci|seq764
antigen63|P65177|BA000018.3|mhci|seq768	antigen63|P65177|BX571857.1|mhci|seq764
antigen63|P65177|BA000018.3|mhci|seq768	antigen63|P65177|CP002114.3|mhci|seq764
antigen63|P65177|BA000018.3|mhci|seq832	antigen63|P65177|BA000018.3|mhci|seq832
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|CP002114.3|mhci|seq74
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|BA000018.3|mhci|seq545
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|BX571857.1|mhci|seq537
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|HE681097.1|mhci|seq74
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|HE681097.1|mhci|seq75
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|CP002114.3|mhci|seq75
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|BA000018.3|mhci|seq546
antigen63|P65177|CP002114.3|mhci|seq74	antigen63|P65177|BX571857.1|mhci|seq538
antigen63|P65177|BX571857.1|mhci|seq77	antigen63|P65177|BX571857.1|mhci|seq77
antigen63|P65177|BX571857.1|mhci|seq77	antigen63|P65177|BA000018.3|mhci|seq85
antigen63|P65177|BX571857.1|mhci|seq109	antigen63|P65177|BX571857.1|mhci|seq109
antigen63|P65177|BX571857.1|mhci|seq109	antigen63|P65177|BA000018.3|mhci|seq117
antigen63|P65177|BX571857.1|mhci|seq141	antigen63|P65177|BX571857.1|mhci|seq141
antigen63|P65177|BX571857.1|mhci|seq205	antigen63|P65177|BX571857.1|mhci|seq205
antigen63|P65177|BX571857.1|mhci|seq205	antigen63|P65177|BX571857.1|mhci|seq729
antigen63|P65177|BX571857.1|mhci|seq237	antigen63|P65177|BX571857.1|mhci|seq237
antigen63|P65177|BX571857.1|mhci|seq269	antigen63|P65177|BX571857.1|mhci|seq269
antigen63|P65177|BX571857.1|mhci|seq301	antigen63|P65177|BX571857.1|mhci|seq301
antigen63|P65177|BX571857.1|mhci|seq365	antigen63|P65177|BX571857.1|mhci|seq365
antigen63|P65177|BX571857.1|mhci|seq365	antigen63|P65177|BA000018.3|mhci|seq373
antigen63|P65177|BX571857.1|mhci|seq365	antigen63|P65177|BX571857.1|mhci|seq366
antigen63|P65177|BX571857.1|mhci|seq365	antigen63|P65177|BA000018.3|mhci|seq374
antigen63|P65177|BX571857.1|mhci|seq397	antigen63|P65177|BX571857.1|mhci|seq397
antigen63|P65177|BX571857.1|mhci|seq397	antigen63|P65177|BA000018.3|mhci|seq405
antigen63|P65177|BX571857.1|mhci|seq397	antigen63|P65177|BX571857.1|mhci|seq398
antigen63|P65177|BX571857.1|mhci|seq397	antigen63|P65177|BA000018.3|mhci|seq406
antigen63|P65177|BX571857.1|mhci|seq493	antigen63|P65177|BX571857.1|mhci|seq493
antigen63|P65177|BX571857.1|mhci|seq525	antigen63|P65177|BX571857.1|mhci|seq525
antigen63|P65177|BX571857.1|mhci|seq525	antigen63|P65177|BA000018.3|mhci|seq533
antigen63|P65177|BX571857.1|mhci|seq525	antigen63|P65177|BX571857.1|mhci|seq526
antigen63|P65177|BX571857.1|mhci|seq525	antigen63|P65177|BA000018.3|mhci|seq534
