antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq926
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq924
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1656	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1656
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1656	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1657
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq729	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq729
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq729	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1416
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq729	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq728
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq985	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq985
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq985	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1492
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1327
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1079
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1325
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq568
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1083
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1329
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1085
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1331
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq113
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq856
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq114
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1746
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1747
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1748
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq853
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1749
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq854
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1750
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq855
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1080
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1326
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq793
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq857
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq794
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq858
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1082
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1328
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq795
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq859
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq796
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq860
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1084
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1330
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq797
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq798
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1081	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq799
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq578
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq579
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq580
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq581
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq582
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq684
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq685
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq686
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq47
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq48
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq49
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq50
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq52
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1156
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1157
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq583
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq687
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq688
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq51
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq53
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq54
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq221
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq637
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq222
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq638
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq215
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1047
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq216
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1048
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq217
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq633
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1049
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq634
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1050
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq219
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq635
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq220
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq636
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1661
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1665
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1658
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1659
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1660
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1662
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1663
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1664
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq577
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq46
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1044
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1045
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq214
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1046
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq575
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq218	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq576
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq939
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq407
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq411
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1128
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1527
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq929
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq930
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq931
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq484
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq485
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1125
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1524
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq486
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1126
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1525
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq487
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1127
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1526
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq488
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1129
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1528
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1130
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1529
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1131
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq303
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1174
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1175
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq408
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1176
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq409
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq927
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq928
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq302
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq301
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq943
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1217
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1350
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1244
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq61
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq489
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq490
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq491
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq940
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1132
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq941
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq942
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq304
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq944
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq305
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq945
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1713
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq306
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq946
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1714
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq307
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1715
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq308
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1716
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq309
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1717
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq412
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq413
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq414
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1215
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1216
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1712
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1711
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1213
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq410	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1214
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1596	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1596
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1596	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1597
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1596	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq759
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1596	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq758
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1629	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1629
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1629	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq986
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1629	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1493
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1629	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1627
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1629	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1628
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1026
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1025
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1027
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1028
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1029
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1024
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1058
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1059
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1060
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1061
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq453
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq452
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq454
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq878
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq879
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq880
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq881
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq882
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq188
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq189
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq191
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq192
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq190	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq193
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1333	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1333
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq406	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq406
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq406	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq483
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq406	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq482
